row_index,split,features,fold,group,label,probability
4940,household_random,nonoverlapping,1,15,1,0.397882361462237
4942,household_random,nonoverlapping,1,15,1,0.3705554769905713
4947,household_random,nonoverlapping,1,15,1,0.39620516961113755
4950,household_random,nonoverlapping,1,15,0,0.39497976308800015
4962,household_random,nonoverlapping,1,15,0,0.3184485646627569
4970,household_random,nonoverlapping,1,15,0,0.40380872141019075
4979,household_random,nonoverlapping,1,5,1,0.5796706079012638
4991,household_random,nonoverlapping,1,5,0,0.5528901704496367
4995,household_random,nonoverlapping,1,5,1,0.3707053655312512
5001,household_random,nonoverlapping,1,5,1,0.5895718958045266
5011,household_random,nonoverlapping,1,5,0,0.5516558862819007
5017,household_random,nonoverlapping,1,5,0,0.39947013054611685
5019,household_random,nonoverlapping,1,5,1,0.5486536800518471
5022,household_random,nonoverlapping,1,5,1,0.3623612786268724
5023,household_random,nonoverlapping,1,5,0,0.46093438259829483
5027,household_random,nonoverlapping,1,5,1,0.39113628464765865
5033,household_random,nonoverlapping,1,5,0,0.5165489115212378
5034,household_random,nonoverlapping,1,5,0,0.3646615808445797
5045,household_random,nonoverlapping,1,5,1,0.4182676904759307
5048,household_random,nonoverlapping,1,5,0,0.4598580089762773
5055,household_random,nonoverlapping,1,5,1,0.4876807927316232
5057,household_random,nonoverlapping,1,5,1,0.550912684705875
5071,household_random,nonoverlapping,1,5,0,0.5299607441234016
5075,household_random,nonoverlapping,1,5,1,0.5548168558140951
5081,household_random,nonoverlapping,1,5,1,0.38957973283042646
5085,household_random,nonoverlapping,1,5,1,0.40846198688835345
5093,household_random,nonoverlapping,1,5,0,0.16646636469307965
5098,household_random,nonoverlapping,1,5,0,0.3459460712881514
5104,household_random,nonoverlapping,1,5,1,0.40846198688835345
5108,household_random,nonoverlapping,1,5,0,0.374080742577297
5115,household_random,nonoverlapping,1,5,1,0.4796408025439959
5119,household_random,nonoverlapping,1,5,1,0.49768238433464995
5122,household_random,nonoverlapping,1,5,0,0.5816176598917481
5125,household_random,nonoverlapping,1,5,1,0.5859803437752333
5129,household_random,nonoverlapping,1,5,1,0.48376161300710996
5131,household_random,nonoverlapping,1,5,0,0.5058058794479445
5140,household_random,nonoverlapping,1,5,0,0.35462747344666135
5147,household_random,nonoverlapping,1,5,0,0.5806750036441741
5151,household_random,nonoverlapping,1,5,0,0.4134563147204165
5154,household_random,nonoverlapping,1,4,1,0.506465279499831
5160,household_random,nonoverlapping,1,4,0,0.47039465434999417
5163,household_random,nonoverlapping,1,4,0,0.533058260230699
5164,household_random,nonoverlapping,1,4,1,0.5340220602011212
5166,household_random,nonoverlapping,1,4,0,0.33908687870035387
5167,household_random,nonoverlapping,1,4,0,0.5119119314386543
5170,household_random,nonoverlapping,1,4,0,0.5340220602011212
5188,household_random,nonoverlapping,1,4,1,0.506465279499831
5203,household_random,nonoverlapping,1,4,0,0.39953444046239334
5205,household_random,nonoverlapping,1,4,1,0.5374739932588241
5206,household_random,nonoverlapping,1,4,0,0.506465279499831
5209,household_random,nonoverlapping,1,4,1,0.5369119080120389
5212,household_random,nonoverlapping,1,4,0,0.5369119080120389
5225,household_random,nonoverlapping,1,4,1,0.49473502541891023
5226,household_random,nonoverlapping,1,4,1,0.3315266570635139
5243,household_random,nonoverlapping,1,4,0,0.2394386565023774
5244,household_random,nonoverlapping,1,4,0,0.4704066488146403
5254,household_random,nonoverlapping,1,4,0,0.506465279499831
5259,household_random,nonoverlapping,1,4,0,0.39953444046239334
5263,household_random,nonoverlapping,1,4,0,0.45003732074194414
5264,household_random,nonoverlapping,1,4,1,0.5349856062348698
5270,household_random,nonoverlapping,1,4,1,0.49381101343945355
5292,household_random,nonoverlapping,1,4,1,0.4204925536685826
5299,household_random,nonoverlapping,1,4,1,0.39953444046239334
5300,household_random,nonoverlapping,1,4,1,0.506465279499831
5306,household_random,nonoverlapping,1,4,1,0.283467369974569
5318,household_random,nonoverlapping,1,4,1,0.506465279499831
5325,household_random,nonoverlapping,1,4,1,0.506465279499831
5330,household_random,nonoverlapping,1,4,0,0.41207035952287374
5333,household_random,nonoverlapping,1,4,1,0.506465279499831
5337,household_random,nonoverlapping,1,4,1,0.506465279499831
5344,household_random,nonoverlapping,1,4,0,0.29234957103468806
5347,household_random,nonoverlapping,1,4,0,0.506465279499831
5357,household_random,nonoverlapping,1,4,0,0.506465279499831
5359,household_random,nonoverlapping,1,4,0,0.506465279499831
5364,household_random,nonoverlapping,1,4,0,0.40648371366894603
5368,household_random,nonoverlapping,1,4,1,0.44467296683944474
5381,household_random,nonoverlapping,1,17,1,0.161611791712721
5392,household_random,nonoverlapping,1,17,0,0.376797860865434
5396,household_random,nonoverlapping,1,17,1,0.38689438713169316
5397,household_random,nonoverlapping,1,17,1,0.40926802177819893
5406,household_random,nonoverlapping,1,17,0,0.40926802177819893
5411,household_random,nonoverlapping,1,17,1,0.3531344764222705
5420,household_random,nonoverlapping,1,17,0,0.30306282899064413
5422,household_random,nonoverlapping,1,17,0,0.2937406193831611
5425,household_random,nonoverlapping,1,17,0,0.3580986566122649
5427,household_random,nonoverlapping,1,17,1,0.22633148051246837
5433,household_random,nonoverlapping,1,17,1,0.37145355449542033
5445,household_random,nonoverlapping,1,17,0,0.3535839228396176
5451,household_random,nonoverlapping,1,17,0,0.2632402690188584
5452,household_random,nonoverlapping,1,17,0,0.20122226291009504
5459,household_random,nonoverlapping,1,17,0,0.18864676669025815
5468,household_random,nonoverlapping,1,17,0,0.3914885254452954
5474,household_random,nonoverlapping,1,17,0,0.35315904721236024
5476,household_random,nonoverlapping,1,17,1,0.3589965332543374
5477,household_random,nonoverlapping,1,17,0,0.32880243501683953
5482,household_random,nonoverlapping,1,17,0,0.40926802177819893
5493,household_random,nonoverlapping,1,17,1,0.3083818262075216
5497,household_random,nonoverlapping,1,17,0,0.298182872548518
5500,household_random,nonoverlapping,1,17,1,0.40926802177819893
5501,household_random,nonoverlapping,1,17,1,0.40926802177819893
5515,household_random,nonoverlapping,1,17,0,0.33103675890256035
5518,household_random,nonoverlapping,1,17,0,0.43175548525468166
5521,household_random,nonoverlapping,1,17,1,0.40926802177819893
5525,household_random,nonoverlapping,1,17,0,0.32793376288380466
5533,household_random,nonoverlapping,1,17,0,0.3580986566122649
5536,household_random,nonoverlapping,1,17,1,0.3988356465426405
5540,household_random,nonoverlapping,1,17,0,0.37970913509560733
5542,household_random,nonoverlapping,1,17,1,0.40926802177819893
5551,household_random,nonoverlapping,1,17,0,0.43175548525468166
5556,household_random,nonoverlapping,1,6,0,0.2475083555598938
5558,household_random,nonoverlapping,1,6,0,0.34338744787242276
5561,household_random,nonoverlapping,1,6,0,0.2703599944615643
5570,household_random,nonoverlapping,1,6,1,0.3499001313055762
5575,household_random,nonoverlapping,1,6,1,0.3617433494776558
5582,household_random,nonoverlapping,1,6,0,0.3158125981962463
5589,household_random,nonoverlapping,1,6,0,0.24549649593751605
5591,household_random,nonoverlapping,1,6,0,0.24872076973293716
5600,household_random,nonoverlapping,1,6,1,0.3245726604310312
0,household_random,nonoverlapping,2,28,0,0.21181142805128328
4,household_random,nonoverlapping,2,28,1,0.24482117718961105
5,household_random,nonoverlapping,2,28,0,0.18243578521894158
20,household_random,nonoverlapping,2,28,0,0.09119098005131919
26,household_random,nonoverlapping,2,28,1,0.255103453988924
35,household_random,nonoverlapping,2,28,0,0.255103453988924
46,household_random,nonoverlapping,2,28,0,0.21635091128396525
56,household_random,nonoverlapping,2,28,0,0.00012226424104252182
59,household_random,nonoverlapping,2,28,0,0.1617239296336449
60,household_random,nonoverlapping,2,28,0,0.11966731427727242
67,household_random,nonoverlapping,2,28,0,0.2611221939619304
70,household_random,nonoverlapping,2,28,0,0.2676912779800608
71,household_random,nonoverlapping,2,28,0,0.2325841724044167
74,household_random,nonoverlapping,2,28,0,0.21412986076539825
79,household_random,nonoverlapping,2,28,0,0.1890663474312756
85,household_random,nonoverlapping,2,0,1,0.4468378178262795
87,household_random,nonoverlapping,2,0,1,0.2949649124730491
89,household_random,nonoverlapping,2,0,0,0.470233300024915
92,household_random,nonoverlapping,2,0,0,0.4412185836951022
93,household_random,nonoverlapping,2,0,0,0.5023586838155452
107,household_random,nonoverlapping,2,35,0,0.3210752438374988
108,household_random,nonoverlapping,2,35,0,0.35635799322545075
125,household_random,nonoverlapping,2,35,0,0.34433505538456677
131,household_random,nonoverlapping,2,35,0,0.3866868074118483
136,household_random,nonoverlapping,2,35,1,0.4017307602682076
137,household_random,nonoverlapping,2,35,0,0.38143422179518566
138,household_random,nonoverlapping,2,35,0,0.34727577911341334
140,household_random,nonoverlapping,2,35,0,0.38143422179518566
149,household_random,nonoverlapping,2,35,0,0.16633678645128833
153,household_random,nonoverlapping,2,38,1,0.31230617018926415
154,household_random,nonoverlapping,2,38,1,0.30727989413027695
177,household_random,nonoverlapping,2,38,0,0.36915499752934
179,household_random,nonoverlapping,2,38,0,0.34395827054790484
187,household_random,nonoverlapping,2,38,1,0.35584007165584364
191,household_random,nonoverlapping,2,38,0,0.35584007165584364
196,household_random,nonoverlapping,2,38,0,0.03160955439246459
197,household_random,nonoverlapping,2,38,0,0.35584007165584364
201,household_random,nonoverlapping,2,38,0,0.2664683240853226
203,household_random,nonoverlapping,2,38,0,0.3717737083083824
210,household_random,nonoverlapping,2,38,0,0.29510220153303895
214,household_random,nonoverlapping,2,38,0,0.3626700812566801
231,household_random,nonoverlapping,2,38,1,0.3581983097206306
234,household_random,nonoverlapping,2,38,0,0.33226856589318265
239,household_random,nonoverlapping,2,38,0,0.2604273604781106
242,household_random,nonoverlapping,2,38,0,0.3188878957442273
250,household_random,nonoverlapping,2,38,0,0.31511784684768784
252,household_random,nonoverlapping,2,38,0,0.33685915982711717
259,household_random,nonoverlapping,2,38,0,0.30950824363490115
270,household_random,nonoverlapping,2,38,1,0.3680170640182179
273,household_random,nonoverlapping,2,38,0,0.40457284704647367
276,household_random,nonoverlapping,2,38,0,0.14644744301574344
284,household_random,nonoverlapping,2,38,0,9.706843229162003e-05
285,household_random,nonoverlapping,2,38,1,0.3335580028700858
287,household_random,nonoverlapping,2,38,0,0.2225871218872627
289,household_random,nonoverlapping,2,38,0,0.04192819791145132
290,household_random,nonoverlapping,2,38,1,0.40457284704647367
295,household_random,nonoverlapping,2,38,0,0.2559122411334509
296,household_random,nonoverlapping,2,38,1,0.34766905470668324
299,household_random,nonoverlapping,2,38,0,0.354278560295821
301,household_random,nonoverlapping,2,38,1,0.390548574522199
323,household_random,nonoverlapping,2,38,0,0.39787092459671486
339,household_random,nonoverlapping,2,38,0,0.34945578962365353
353,household_random,nonoverlapping,2,18,0,0.3513799157946715
354,household_random,nonoverlapping,2,18,0,0.2916018070367313
357,household_random,nonoverlapping,2,18,0,0.3461673297785884
369,household_random,nonoverlapping,2,18,0,0.3281512315837823
375,household_random,nonoverlapping,2,18,0,0.2562140880631341
381,household_random,nonoverlapping,2,18,0,0.22796183649850635
382,household_random,nonoverlapping,2,18,0,0.29320041265884467
387,household_random,nonoverlapping,2,18,0,0.3281512315837823
396,household_random,nonoverlapping,2,18,1,0.22947975320608585
397,household_random,nonoverlapping,2,18,0,0.23819618695569558
402,household_random,nonoverlapping,2,18,0,0.26308619848315923
412,household_random,nonoverlapping,2,18,0,0.2444444117988399
417,household_random,nonoverlapping,2,18,0,0.3272880464004938
424,household_random,nonoverlapping,2,18,0,0.26145808814542326
427,household_random,nonoverlapping,2,18,0,0.19983410193658754
428,household_random,nonoverlapping,2,18,0,0.27855681815649536
430,household_random,nonoverlapping,2,18,0,0.3281512315837823
438,household_random,nonoverlapping,2,18,1,0.1547652607857885
442,household_random,nonoverlapping,2,18,0,0.2197718144585571
448,household_random,nonoverlapping,2,18,1,0.27160449036609324
452,household_random,nonoverlapping,2,18,0,0.28890685025676877
468,household_random,nonoverlapping,2,18,0,0.20694825252721924
489,household_random,nonoverlapping,2,13,1,0.31243520225578086
493,household_random,nonoverlapping,2,13,0,0.3789056256225808
494,household_random,nonoverlapping,2,13,1,0.36859730271117885
498,household_random,nonoverlapping,2,13,0,0.40064492359657056
502,household_random,nonoverlapping,2,13,0,0.33367808736758975
505,household_random,nonoverlapping,2,13,0,0.4215028838113462
507,household_random,nonoverlapping,2,13,0,0.28664313369884964
513,household_random,nonoverlapping,2,13,1,0.3851566803132688
514,household_random,nonoverlapping,2,13,1,0.30827772694442546
515,household_random,nonoverlapping,2,13,1,0.3851566803132688
530,household_random,nonoverlapping,2,13,1,0.3501991590710169
532,household_random,nonoverlapping,2,13,1,0.3851566803132688
534,household_random,nonoverlapping,2,13,0,0.3814522335499303
537,household_random,nonoverlapping,2,13,1,0.36965878862325535
546,household_random,nonoverlapping,2,13,1,0.2581896067740555
549,household_random,nonoverlapping,2,13,1,0.3399288453926096
561,household_random,nonoverlapping,2,13,0,0.2933653952044293
563,household_random,nonoverlapping,2,13,1,0.3399288453926096
564,household_random,nonoverlapping,2,13,1,0.38165120459074897
568,household_random,nonoverlapping,2,13,1,0.36346994023823487
570,household_random,nonoverlapping,2,13,0,0.36346994023823487
581,household_random,nonoverlapping,2,36,0,0.3556420518691643
593,household_random,nonoverlapping,2,36,1,0.4738117392053218
595,household_random,nonoverlapping,2,36,1,0.3546162172236527
599,household_random,nonoverlapping,2,36,1,0.3376032683253933
604,household_random,nonoverlapping,2,36,0,0.38733941104973907
615,household_random,nonoverlapping,2,36,1,0.26520315117561943
616,household_random,nonoverlapping,2,36,0,0.37849515802027983
618,household_random,nonoverlapping,2,36,1,0.4058818968506578
619,household_random,nonoverlapping,2,36,0,0.2866667361500808
620,household_random,nonoverlapping,2,36,0,0.33345446225817055
622,household_random,nonoverlapping,2,36,0,0.38733941104973907
627,household_random,nonoverlapping,2,36,0,0.2777116602668998
635,household_random,nonoverlapping,2,36,0,0.36346077324199405
636,household_random,nonoverlapping,2,36,1,0.3674555049526356
640,household_random,nonoverlapping,2,36,1,0.3463281932699275
642,household_random,nonoverlapping,2,36,0,0.31703330420591747
643,household_random,nonoverlapping,2,36,1,0.3880644225236931
651,household_random,nonoverlapping,2,36,0,0.38733941104973907
658,household_random,nonoverlapping,2,36,1,0.3699615047514425
665,household_random,nonoverlapping,2,36,0,0.3248635289754339
670,household_random,nonoverlapping,2,36,1,0.40717621623742534
675,household_random,nonoverlapping,2,36,1,0.391426898661127
679,household_random,nonoverlapping,2,36,0,0.29063911630451844
693,household_random,nonoverlapping,2,36,0,0.3419978341341132
702,household_random,nonoverlapping,2,36,0,0.38733941104973907
706,household_random,nonoverlapping,2,36,1,0.38733941104973907
708,household_random,nonoverlapping,2,36,0,0.38733941104973907
711,household_random,nonoverlapping,2,36,0,0.32745864310698725
725,household_random,nonoverlapping,2,32,1,0.38149064112209585
754,household_random,nonoverlapping,2,32,1,0.4001432235635913
757,household_random,nonoverlapping,2,32,0,0.378131081768659
761,household_random,nonoverlapping,2,32,0,0.39443990239668414
786,household_random,nonoverlapping,2,32,0,0.3816843946775117
795,household_random,nonoverlapping,2,32,0,0.3464650057390803
800,household_random,nonoverlapping,2,32,0,0.3834218705044624
803,household_random,nonoverlapping,2,32,1,0.378131081768659
804,household_random,nonoverlapping,2,32,1,0.378131081768659
805,household_random,nonoverlapping,2,32,0,0.3084368532167803
806,household_random,nonoverlapping,2,32,0,0.37120745822818607
807,household_random,nonoverlapping,2,32,1,0.3332810466249299
809,household_random,nonoverlapping,2,32,1,0.378131081768659
812,household_random,nonoverlapping,2,32,1,0.27731097802344423
816,household_random,nonoverlapping,2,32,0,0.35091381461756405
820,household_random,nonoverlapping,2,32,0,0.25064324534334387
829,household_random,nonoverlapping,2,32,1,0.378131081768659
833,household_random,nonoverlapping,2,32,0,0.26448231677405765
839,household_random,nonoverlapping,2,32,0,0.3729334977779986
840,household_random,nonoverlapping,2,32,0,0.378131081768659
841,household_random,nonoverlapping,2,32,0,0.37353579014459953
848,household_random,nonoverlapping,2,32,0,0.13985335896498552
869,household_random,nonoverlapping,2,32,1,0.3214046506613845
890,household_random,nonoverlapping,2,33,0,0.15897692143530434
892,household_random,nonoverlapping,2,33,0,0.28335412665077203
903,household_random,nonoverlapping,2,33,1,0.28851149839619633
906,household_random,nonoverlapping,2,33,0,0.28450704796450743
909,household_random,nonoverlapping,2,33,0,0.25062909917965825
911,household_random,nonoverlapping,2,33,0,0.21135112645683474
915,household_random,nonoverlapping,2,33,0,0.19656613986649854
921,household_random,nonoverlapping,2,33,1,0.2373829576490867
922,household_random,nonoverlapping,2,33,1,0.24148685693337205
928,household_random,nonoverlapping,2,21,1,0.40524397791305294
932,household_random,nonoverlapping,2,21,1,0.44231896384082314
941,household_random,nonoverlapping,2,21,0,0.4858145023573636
948,household_random,nonoverlapping,2,21,1,0.4858145023573636
950,household_random,nonoverlapping,2,21,0,0.4743852309821957
979,household_random,nonoverlapping,2,21,0,0.4403869766714385
990,household_random,nonoverlapping,2,21,1,0.43668909225238667
1004,household_random,nonoverlapping,2,21,0,0.4148215254884544
1006,household_random,nonoverlapping,2,21,0,0.4858145023573636
1011,household_random,nonoverlapping,2,21,0,0.4275558875683549
1018,household_random,nonoverlapping,2,21,1,0.41321607192290377
1020,household_random,nonoverlapping,2,21,0,0.4858145023573636
1028,household_random,nonoverlapping,2,21,1,0.43717103506615124
1033,household_random,nonoverlapping,2,21,1,0.4378253689672292
1034,household_random,nonoverlapping,2,21,0,0.34209818754274585
1035,household_random,nonoverlapping,2,21,1,0.4511194369465102
1041,household_random,nonoverlapping,2,21,0,0.5104836931587947
1047,household_random,nonoverlapping,2,21,1,0.4875173062132976
1048,household_random,nonoverlapping,2,21,1,0.38598594159652233
1049,household_random,nonoverlapping,2,21,1,0.49995004887513456
1051,household_random,nonoverlapping,2,21,0,0.46734236912522203
1063,household_random,nonoverlapping,2,21,0,0.44532227686941517
1070,household_random,nonoverlapping,2,21,0,0.44131891903368936
1074,household_random,nonoverlapping,2,21,1,0.48037073617600795
1079,household_random,nonoverlapping,2,21,1,0.47115071802943465
1080,household_random,nonoverlapping,2,21,0,0.44520256665649227
1081,household_random,nonoverlapping,2,21,1,0.4632791799059779
1082,household_random,nonoverlapping,2,21,0,0.4858145023573636
1085,household_random,nonoverlapping,2,21,0,0.43476252507420693
1091,household_random,nonoverlapping,2,21,0,0.4832050943316788
1095,household_random,nonoverlapping,2,21,0,0.38881468277183867
1099,household_random,nonoverlapping,2,21,0,0.48385736604754415
1101,household_random,nonoverlapping,2,21,0,0.4178925408118378
1109,household_random,nonoverlapping,2,21,0,0.34571922687146467
1115,household_random,nonoverlapping,2,21,0,2.6774912178072942e-05
1118,household_random,nonoverlapping,2,21,0,0.42223721360011013
1128,household_random,nonoverlapping,2,37,1,0.5394170589892747
1132,household_random,nonoverlapping,2,37,0,0.5296348207217088
1133,household_random,nonoverlapping,2,37,1,0.5100788234432541
1135,household_random,nonoverlapping,2,37,1,0.48396647941011345
1141,household_random,nonoverlapping,2,37,0,0.48396647941011345
1144,household_random,nonoverlapping,2,37,0,0.37930219535547
1149,household_random,nonoverlapping,2,37,1,0.5296348207217088
1152,household_random,nonoverlapping,2,37,0,0.48396647941011345
1163,household_random,nonoverlapping,2,37,0,0.31059260918967
1166,household_random,nonoverlapping,2,37,0,0.09314205249539359
1176,household_random,nonoverlapping,2,37,0,0.36238960717615915
1178,household_random,nonoverlapping,2,37,0,0.2971739130017467
1183,household_random,nonoverlapping,2,37,1,0.5296348207217088
1194,household_random,nonoverlapping,2,37,1,0.5296348207217088
1195,household_random,nonoverlapping,2,37,1,0.5296348207217088
1202,household_random,nonoverlapping,2,27,1,0.35520931181463833
1206,household_random,nonoverlapping,2,27,1,0.32845557593922703
1208,household_random,nonoverlapping,2,27,1,0.3646095329754228
1210,household_random,nonoverlapping,2,27,1,0.3109704178984749
1211,household_random,nonoverlapping,2,27,0,0.2982210226081581
1220,household_random,nonoverlapping,2,27,1,0.3567430856705262
1227,household_random,nonoverlapping,2,27,1,0.31374906926056084
1231,household_random,nonoverlapping,2,27,0,0.28000271762282286
1234,household_random,nonoverlapping,2,27,0,0.3226735838648738
1237,household_random,nonoverlapping,2,27,0,0.3737332952869043
1242,household_random,nonoverlapping,2,27,0,0.38104805189100666
1245,household_random,nonoverlapping,2,27,0,0.3460057137978881
1247,household_random,nonoverlapping,2,27,1,0.35864654011008185
1248,household_random,nonoverlapping,2,27,0,0.3737332952869043
1249,household_random,nonoverlapping,2,27,0,0.3871117831315718
1251,household_random,nonoverlapping,2,27,1,0.03701370963671563
1258,household_random,nonoverlapping,2,27,1,0.3737332952869043
1261,household_random,nonoverlapping,2,10,0,0.2826359205439037
1267,household_random,nonoverlapping,2,10,0,0.2918396225937192
1271,household_random,nonoverlapping,2,10,1,0.22661095316075766
1277,household_random,nonoverlapping,2,10,0,0.23074153247718665
1284,household_random,nonoverlapping,2,10,0,0.2683701098436016
1287,household_random,nonoverlapping,2,10,0,0.23713560480461784
1290,household_random,nonoverlapping,2,10,0,0.2538091611372563
1299,household_random,nonoverlapping,2,10,0,0.228184261274386
1304,household_random,nonoverlapping,2,10,0,0.18684118164664812
1305,household_random,nonoverlapping,2,10,0,0.18206964440839357
1307,household_random,nonoverlapping,2,10,0,0.2430315504382758
1314,household_random,nonoverlapping,2,10,0,0.2608706650065833
1315,household_random,nonoverlapping,2,10,0,0.2066752445604737
1323,household_random,nonoverlapping,2,10,0,0.2782224848124058
1332,household_random,nonoverlapping,2,10,0,0.20204243767900273
1335,household_random,nonoverlapping,2,10,0,0.25195004437289714
1346,household_random,nonoverlapping,2,10,0,0.2066752445604737
1347,household_random,nonoverlapping,2,10,0,0.25080199049189733
1351,household_random,nonoverlapping,2,10,0,0.12131239317413471
1356,household_random,nonoverlapping,2,10,0,0.24063708104072998
1361,household_random,nonoverlapping,2,10,0,0.2727846685831834
1363,household_random,nonoverlapping,2,10,0,0.29912216896623456
1366,household_random,nonoverlapping,2,10,0,0.07443704911407424
1374,household_random,nonoverlapping,2,25,0,0.2755924278345377
1378,household_random,nonoverlapping,2,25,0,0.2680727565378036
1379,household_random,nonoverlapping,2,25,0,0.23846057644608432
1388,household_random,nonoverlapping,2,25,0,0.28638522079133577
1389,household_random,nonoverlapping,2,25,1,0.13774094969841383
1393,household_random,nonoverlapping,2,25,0,0.3026632076091098
1396,household_random,nonoverlapping,2,25,0,0.2858893372622726
1401,household_random,nonoverlapping,2,25,1,0.31099557217497426
1405,household_random,nonoverlapping,2,25,0,0.29246635712209784
1421,household_random,nonoverlapping,2,25,0,0.28795008280868745
1422,household_random,nonoverlapping,2,25,1,0.27370950168797015
1429,household_random,nonoverlapping,2,25,1,0.26508535001273
1431,household_random,nonoverlapping,2,25,1,0.31099557217497426
1432,household_random,nonoverlapping,2,25,1,0.2971791130445655
1435,household_random,nonoverlapping,2,25,1,0.30376687740439695
1436,household_random,nonoverlapping,2,25,1,0.29395117181611835
1439,household_random,nonoverlapping,2,25,0,0.31099557217497426
1441,household_random,nonoverlapping,2,25,0,0.2706835477014484
1444,household_random,nonoverlapping,2,25,0,0.3141794548605883
1445,household_random,nonoverlapping,2,25,0,0.31099557217497426
1447,household_random,nonoverlapping,2,25,1,0.29732963679296204
1448,household_random,nonoverlapping,2,25,1,0.30980800219076976
1449,household_random,nonoverlapping,2,25,0,0.2923969912745197
1450,household_random,nonoverlapping,2,25,0,0.2799574447780172
1451,household_random,nonoverlapping,2,25,0,0.28121821993839863
1455,household_random,nonoverlapping,2,25,0,0.266335190928278
1468,household_random,nonoverlapping,2,25,0,0.23925500384603485
1470,household_random,nonoverlapping,2,25,0,0.3126074117278133
1484,household_random,nonoverlapping,2,20,1,0.4017221906568707
1489,household_random,nonoverlapping,2,20,0,0.390010532699433
1498,household_random,nonoverlapping,2,20,0,0.42547256148861884
1506,household_random,nonoverlapping,2,20,0,0.44907136284139615
1510,household_random,nonoverlapping,2,20,1,0.4366677458795153
1511,household_random,nonoverlapping,2,20,0,0.39702324057385585
1513,household_random,nonoverlapping,2,20,0,0.41592457111885994
1515,household_random,nonoverlapping,2,20,0,0.4159618594850449
1524,household_random,nonoverlapping,2,20,1,0.38768287633300874
1527,household_random,nonoverlapping,2,20,0,0.42547256148861884
1528,household_random,nonoverlapping,2,20,0,0.30670873696622875
1529,household_random,nonoverlapping,2,20,1,0.3937808492807567
1535,household_random,nonoverlapping,2,20,0,0.42547256148861884
1536,household_random,nonoverlapping,2,20,0,0.38613394164502174
1537,household_random,nonoverlapping,2,20,1,0.4414114046172903
1539,household_random,nonoverlapping,2,20,0,0.41394782411284087
1546,household_random,nonoverlapping,2,20,1,0.44914097612035747
1551,household_random,nonoverlapping,2,12,1,0.3289732087692493
1553,household_random,nonoverlapping,2,12,0,0.2986434183988574
1557,household_random,nonoverlapping,2,12,0,0.2657158550653014
1562,household_random,nonoverlapping,2,12,0,0.32773886261197765
1569,household_random,nonoverlapping,2,12,0,0.3464328016783728
1570,household_random,nonoverlapping,2,12,0,0.3210318295251796
1577,household_random,nonoverlapping,2,12,0,0.3323013546632268
1580,household_random,nonoverlapping,2,12,0,0.3257076189229722
1584,household_random,nonoverlapping,2,12,1,0.3819451501524198
1593,household_random,nonoverlapping,2,12,0,0.3265547341978252
1596,household_random,nonoverlapping,2,12,1,0.34473547259979376
1608,household_random,nonoverlapping,2,12,0,0.36032238869427824
1613,household_random,nonoverlapping,2,12,0,0.3307161652719929
1614,household_random,nonoverlapping,2,12,0,0.28761718076588716
1628,household_random,nonoverlapping,2,12,0,0.14813178141289285
1636,household_random,nonoverlapping,2,27,0,0.09458934420745753
1637,household_random,nonoverlapping,2,27,0,0.33365694997316375
1643,household_random,nonoverlapping,2,27,0,0.20674288602521668
1649,household_random,nonoverlapping,2,27,0,0.33365694997316375
1652,household_random,nonoverlapping,2,27,0,0.2756898966364743
1655,household_random,nonoverlapping,2,27,0,0.33365694997316375
1659,household_random,nonoverlapping,2,27,0,0.26793561433710406
1660,household_random,nonoverlapping,2,27,0,0.27308974369154443
1675,household_random,nonoverlapping,2,27,1,0.29527652086723416
1676,household_random,nonoverlapping,2,27,0,0.2783053279028558
1678,household_random,nonoverlapping,2,27,0,0.27886401693940616
1682,household_random,nonoverlapping,2,27,0,0.3271562234327204
1686,household_random,nonoverlapping,2,27,0,0.33365694997316375
1689,household_random,nonoverlapping,2,27,0,0.3250038252198987
1692,household_random,nonoverlapping,2,27,0,0.3074487720303208
1694,household_random,nonoverlapping,2,27,1,0.3549683032848226
1702,household_random,nonoverlapping,2,27,1,0.28414677278314154
1717,household_random,nonoverlapping,2,27,0,0.3371990766842233
1725,household_random,nonoverlapping,2,31,0,0.25057469142705513
1727,household_random,nonoverlapping,2,31,1,0.2771428360554819
1728,household_random,nonoverlapping,2,31,0,0.27918809971814446
1737,household_random,nonoverlapping,2,31,1,0.2831473123597867
1743,household_random,nonoverlapping,2,31,1,0.1481421821790725
1744,household_random,nonoverlapping,2,31,0,0.13230432594729807
1749,household_random,nonoverlapping,2,31,0,0.24657796702223134
1759,household_random,nonoverlapping,2,31,0,0.21332142750608185
1760,household_random,nonoverlapping,2,31,0,0.27140526557226885
1761,household_random,nonoverlapping,2,31,0,0.21146520401935034
1768,household_random,nonoverlapping,2,31,0,0.15070655021932053
1769,household_random,nonoverlapping,2,31,0,0.2361740992288284
1773,household_random,nonoverlapping,2,31,0,0.12955134454277834
1777,household_random,nonoverlapping,2,31,0,0.18173611665660747
1805,household_random,nonoverlapping,2,9,1,0.44054521732270346
1807,household_random,nonoverlapping,2,9,1,0.3835605177752207
1808,household_random,nonoverlapping,2,9,0,0.5193252500209535
1810,household_random,nonoverlapping,2,9,1,0.5021345201288233
1819,household_random,nonoverlapping,2,9,1,0.4552401013660497
1823,household_random,nonoverlapping,2,9,0,0.37959406150191394
