row_index,hhid2,baseline_high,n_specifications,n_high,strict_robust_high,high_in_all_available,never_high,switcher,n_baseline_switches,switch_drivers,switch__equal_indicator_weights,switch__flood_binary_omitted,switch__flood_depth_omitted,switch__literacy_direction_reversed,switch__literacy_omitted,switch__loan_burden_direction,switch__loan_omitted,switch__robust_p01_p99_bounds,switch__zero_meal_households_excluded,switch__zero_meals_as_missing
1615,2446.1,False,11,5,False,False,False,True,5,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,True,True,True,True,True,False,False
1616,2446.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1617,2448,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1618,2449,False,11,2,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
1619,245,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
1620,2450,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1621,2451,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1622,2452,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1623,2453,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1624,2454,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1625,2455,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1626,2456,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1627,2457,False,11,5,False,False,False,True,5,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,True,True,False,True,True,False,False,True,False,False
1628,2458,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1629,2459,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1630,246,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1631,2460,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
1632,2461,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
1633,2462,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1634,2463,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1635,2464,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1636,2465,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1637,2466,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1638,2467,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1639,2469,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1640,247,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1641,2470,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1642,2471,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1643,2472,True,11,7,False,False,False,True,4,flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,True,False,False,False,True,True,True,False,False
1644,2473,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1645,2474,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1646,2475,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1647,2476,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1648,2477,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1649,2478,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1650,2479,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1651,248,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1652,2480,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1653,2481.1,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1654,2481.2,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1655,2481.3,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1656,2482,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1657,2483,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1658,2485,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1659,2486,False,11,4,False,False,False,True,4,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,False,True,True,True,True,False,False,False
1660,2487,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1661,2488,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1662,2489,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1663,249,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1664,2490,True,11,7,False,False,False,True,4,flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,True,False,False,False,True,True,True,False,False
1665,2491,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|robust_p01_p99_bounds,False,False,False,True,False,True,False,True,False,False
1666,2492,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,True,False,True,True,False,False,True,False,False
1667,2493,False,11,4,False,False,False,True,4,literacy_direction_reversed|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,True,False,True,True,True,False,False
1668,2494,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1669,2495,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1670,2496,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1671,2497,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1672,2498,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1673,2499,False,11,1,False,False,False,True,1,robust_p01_p99_bounds,False,False,False,False,False,False,False,True,False,False
1674,250,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1675,2500,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1676,2501,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted,True,True,False,False,False,True,True,False,False,False
1677,2502,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1678,2503,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1679,2504,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1680,2505,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1681,2507,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1682,2508,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1683,2509,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1684,251,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1685,2510,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1686,2511.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1687,2511.2,True,11,7,False,False,False,True,4,flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,True,False,False,False,True,True,True,False,False
1688,2512.1,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1689,2512.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1690,2513,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1691,2514,True,11,8,False,False,False,True,3,flood_binary_omitted|loan_burden_direction|loan_omitted,False,True,False,False,False,True,True,False,False,False
1692,2515,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1693,2516,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1694,2517,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1695,2518,False,10,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1696,2519,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1697,252,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1698,2521,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1699,2522,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1700,2523,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1701,2524.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1702,2524.2,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1703,2525,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1704,2526,True,11,8,False,False,False,True,3,flood_binary_omitted|loan_burden_direction|loan_omitted,False,True,False,False,False,True,True,False,False,False
1705,2527,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1706,2528,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1707,2529,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_depth_omitted|loan_burden_direction|loan_omitted,True,False,True,False,False,True,True,False,False,False
1708,2530,True,11,7,False,False,False,True,4,flood_depth_omitted|literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,True,True,False,True,True,False,False,False
1709,2531,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1710,2532,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1711,2533,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1712,2534.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1713,2534.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1714,2535,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1715,2536,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1716,2537,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1717,2538,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1718,2539,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1719,254,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1720,2540,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1721,2541,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1722,2542,False,11,4,False,False,False,True,4,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,False,True,True,True,True,False,False,False
1723,2543,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1724,2544,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1725,2546.1,False,11,5,False,False,False,True,5,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,True,True,True,True,True,False,False
1726,2546.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1727,2547,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1728,2548,False,11,6,False,False,False,True,6,equal_indicator_weights|flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,True,False,True,True,True,True,True,False,False,False
1729,2549,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1730,255,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1731,2550,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1732,2551.1,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1733,2551.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1734,2552,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1735,2553,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1736,2554,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1737,2555,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1738,2556,True,11,10,False,False,False,True,1,equal_indicator_weights,True,False,False,False,False,False,False,False,False,False
1739,2557,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
1740,2558,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1741,2559,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
1742,256,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1743,2560,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1744,2561,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1745,2563,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
1746,2564.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1747,2564.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1748,2565,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1749,2566,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1750,2567.1,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1751,2567.2,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1752,2568,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1753,2569,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1754,257,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1755,2570,False,11,2,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
1756,2571,True,11,7,False,False,False,True,4,flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,True,False,False,False,True,True,True,False,False
1757,2572,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
1758,2573,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
1759,2574,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|loan_burden_direction|loan_omitted,False,True,False,True,False,True,True,False,False,False
1760,2575,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1761,2576,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1762,2577,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
1763,2578,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1764,2579,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1765,258,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1766,2582,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1767,2583,False,11,2,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
1768,2584,False,11,4,False,False,False,True,4,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,False,True,True,True,True,False,False,False
1769,2585,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1770,2586,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1771,2587,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1772,2588,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
1773,2589,False,11,4,False,False,False,True,4,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,False,True,True,True,False,False,True,False,False
1774,259,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1775,2590,True,11,8,False,False,False,True,3,flood_binary_omitted|loan_burden_direction|loan_omitted,False,True,False,False,False,True,True,False,False,False
1776,2591,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1777,2592,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1778,2593,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1779,2594,False,11,2,False,False,False,True,2,loan_burden_direction|robust_p01_p99_bounds,False,False,False,False,False,True,False,True,False,False
1780,2595,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1781,2596,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
1782,2597,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1783,2598,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1784,2599,False,11,5,False,False,False,True,5,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,True,True,False,False,False,True,True,True,False,False
1785,26,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1786,260,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1787,2600,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1788,2601,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
1789,2602,False,11,3,False,False,False,True,3,flood_depth_omitted|loan_burden_direction|loan_omitted,False,False,True,False,False,True,True,False,False,False
1790,2603,True,11,8,False,False,False,True,3,literacy_direction_reversed|literacy_omitted|loan_burden_direction,False,False,False,True,True,True,False,False,False,False
1791,2604,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,True,False,True,True,False,False,True,False,False
1792,2605,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1793,2606,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted,True,True,False,False,False,True,True,False,False,False
1794,2608,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1795,2609,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1796,261,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1797,2610,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
1798,2611,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1799,2612,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1800,2613,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1801,2614,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
1802,2615,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1803,2616,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1804,2617,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1805,2618,False,11,2,False,False,False,True,2,flood_binary_omitted|loan_burden_direction,False,True,False,False,False,True,False,False,False,False
1806,2619.1,True,11,7,False,False,False,True,4,flood_depth_omitted|literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,True,True,False,True,True,False,False,False
1807,2619.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1808,262,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1809,2620,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1810,2621,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1811,2622.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1812,2622.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1813,2623,False,11,2,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
1814,2624,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
1815,2625,False,11,3,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|literacy_omitted,True,True,False,False,True,False,False,False,False,False
1816,2626.1,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1817,2626.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1818,2627,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1819,2628,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1820,2629.1,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1821,2629.2,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1822,263,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1823,2630,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1824,2631,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1825,2632,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1826,2633.1,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1827,2633.2,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1828,2634.1,True,11,8,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|flood_depth_omitted,True,True,True,False,False,False,False,False,False,False
1829,2634.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1830,2635,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1831,2636,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
1832,2637,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1833,2638,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1834,2639,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1835,264,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1836,2640,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
1837,2641,True,11,10,False,False,False,True,1,literacy_direction_reversed,False,False,False,True,False,False,False,False,False,False
1838,2642,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1839,2643,True,11,9,False,False,False,True,2,flood_binary_omitted|robust_p01_p99_bounds,False,True,False,False,False,False,False,True,False,False
1840,2644,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1841,2645,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1842,2646,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1843,2648,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1844,2649,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1845,265,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1846,2650,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1847,2651,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1848,2652,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1849,2653,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1850,2654,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1851,2655,True,11,7,False,False,False,True,4,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,False,True,True,True,True,False,False,False
1852,2656,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1853,2657.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1854,2657.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1855,2658,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1856,2659,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
1857,2660,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1858,2661,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1859,2662,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1860,2663,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1861,2664,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1862,2665,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1863,2666,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1864,2667,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1865,2668,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1866,2669,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1867,267,False,11,3,False,False,False,True,3,flood_depth_omitted|literacy_direction_reversed|literacy_omitted,False,False,True,True,True,False,False,False,False,False
1868,2670,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
1869,2671,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
1870,2672,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
1871,2674,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
