row_index,integrity_key,climate_profile_group,outer_fold
1455,2298,25,3
1456,2299,25,3
1457,23,25,3
1458,230,25,3
1459,2300,25,3
1460,2301,25,3
1461,2302,25,3
1462,2304,25,3
1463,2305,25,3
1464,2306,25,3
1465,2307,25,3
1466,2308.1,25,3
1467,2308.2,25,3
1468,2309,25,3
1469,231,25,3
1470,2310,25,3
1471,2311.1,25,3
1472,2311.2,25,3
1473,2312,25,3
1474,2313,25,3
1475,2314,25,3
1476,2315,25,3
1477,2316,25,3
1478,2317,25,3
1479,2318,25,3
1480,2319,25,3
1481,232,25,3
1482,2320,20,4
1483,2321,20,4
1484,2322,20,4
1485,2323,20,4
1486,2324,20,4
1487,2325,20,4
1488,2327,20,4
1489,2328,20,4
1490,2329,20,4
1491,233,20,4
1492,2330,20,4
1493,2331,20,4
1494,2332,20,4
1495,2333,20,4
1496,2334,20,4
1497,2336,20,4
1498,2337,20,4
1499,2338,20,4
1500,2339.1,20,4
1501,2339.2,20,4
1502,234,20,4
1503,2340,20,4
1504,2341,20,4
1505,2342,20,4
1506,2343,20,4
1507,2344,20,4
1508,2345,20,4
1509,2346,20,4
1510,2347,20,4
1511,235,20,4
1512,2350,20,4
1513,2351,20,4
1514,2352,20,4
1515,2353,20,4
1516,2354,20,4
1517,2355.1,20,4
1518,2355.2,20,4
1519,2356,20,4
1520,2357,20,4
1521,2358,20,4
1522,2359,20,4
1523,2360,20,4
1524,2361,20,4
1525,2362,20,4
1526,2363,20,4
1527,2364,20,4
1528,2365,20,4
1529,2366,20,4
1530,2367,20,4
1531,2368,20,4
1532,2369,20,4
1533,2370,20,4
1534,2371,20,4
1535,2372,20,4
1536,2373,20,4
1537,2374,20,4
1538,2375,20,4
1539,2376,20,4
1540,2377,20,4
1541,2378,20,4
1542,2379,20,4
1543,238,20,4
1544,2380,20,4
1545,2381.1,20,4
1546,2381.2,20,4
1547,2381.3,12,2
1548,2382.1,12,2
1549,2382.2,12,2
1550,2383,12,2
1551,2384,12,2
1552,2386,12,2
1553,2387,12,2
1554,2388,12,2
1555,2389,12,2
1556,239,12,2
1557,2390,12,2
1558,2391,12,2
1559,2392,12,2
1560,2393,12,2
1561,2394,12,2
1562,2396,12,2
1563,2397,12,2
1564,2398,12,2
1565,24,12,2
1566,240.1,12,2
1567,240.2,12,2
1568,2400,12,2
1569,2403.1,12,2
1570,2403.2,12,2
1571,2404.1,12,2
1572,2404.2,12,2
1573,2405,12,2
1574,2406,12,2
1575,2409,12,2
1576,241,12,2
1577,2410,12,2
1578,2412,12,2
1579,2413,12,2
1580,2414,12,2
1581,2415,12,2
1582,2416,12,2
1583,2417.1,12,2
1584,2417.2,12,2
1585,2417.3,12,2
1586,2418,12,2
1587,2419,12,2
1588,242,12,2
1589,2420,12,2
1590,2421,12,2
1591,2422,12,2
1592,2423,12,2
1593,2424,12,2
1594,2425,12,2
1595,2426,12,2
1596,2427,12,2
1597,2428,12,2
1598,2429,12,2
1599,243,12,2
1600,2430,12,2
1601,2432,12,2
1602,2433,12,2
1603,2434,12,2
1604,2435,12,2
1605,2436,12,2
1606,2437,12,2
1607,2438,12,2
1608,244,12,2
1609,2440,12,2
1610,2441,12,2
1611,2442,12,2
1612,2443,12,2
1613,2444,12,2
1614,2445,12,2
1615,2446.1,12,2
1616,2446.2,12,2
1617,2448,12,2
1618,2449,12,2
1619,245,12,2
1620,2450,12,2
1621,2451,12,2
1622,2452,12,2
1623,2453,12,2
1624,2454,12,2
1625,2455,12,2
1626,2456,12,2
1627,2457,12,2
1628,2458,12,2
1629,2459,12,2
1630,246,12,2
1631,2460,12,2
1632,2461,12,2
1633,2462,12,2
1634,2463,12,2
1635,2464,12,2
1636,2465,27,1
1637,2466,27,1
1638,2467,27,1
1639,2469,27,1
1640,247,27,1
1641,2470,27,1
1642,2471,27,1
1643,2472,27,1
1644,2473,27,1
1645,2474,27,1
1646,2475,27,1
1647,2476,27,1
1648,2477,27,1
1649,2478,27,1
1650,2479,27,1
1651,248,27,1
1652,2480,27,1
1653,2481.1,27,1
1654,2481.2,27,1
1655,2481.3,27,1
1656,2482,27,1
1657,2483,27,1
1658,2485,27,1
1659,2486,27,1
1660,2487,27,1
1661,2488,27,1
1662,2489,27,1
1663,249,27,1
1664,2490,27,1
1665,2491,27,1
1666,2492,27,1
1667,2493,27,1
1668,2494,27,1
1669,2495,27,1
1670,2496,27,1
1671,2497,27,1
1672,2498,27,1
1673,2499,27,1
1674,250,27,1
1675,2500,27,1
1676,2501,27,1
1677,2502,27,1
1678,2503,27,1
1679,2504,27,1
1680,2505,27,1
1681,2507,27,1
1682,2508,27,1
1683,2509,27,1
1684,251,27,1
1685,2510,27,1
1686,2511.1,27,1
1687,2511.2,27,1
1688,2512.1,27,1
1689,2512.2,27,1
1690,2513,27,1
1691,2514,27,1
1692,2515,27,1
1693,2516,27,1
1694,2517,27,1
1695,2518,27,1
1696,2519,27,1
1697,252,27,1
1698,2521,27,1
1699,2522,27,1
1700,2523,27,1
1701,2524.1,27,1
1702,2524.2,27,1
1703,2525,27,1
1704,2526,27,1
1705,2527,27,1
1706,2528,27,1
1707,2529,27,1
1708,2530,27,1
1709,2531,27,1
1710,2532,27,1
1711,2533,27,1
1712,2534.1,27,1
1713,2534.2,27,1
1714,2535,27,1
1715,2536,27,1
1716,2537,27,1
1717,2538,27,1
1718,2539,27,1
1719,254,27,1
1720,2540,27,1
1721,2541,31,1
1722,2542,31,1
1723,2543,31,1
1724,2544,31,1
1725,2546.1,31,1
1726,2546.2,31,1
1727,2547,31,1
1728,2548,31,1
1729,2549,31,1
1730,255,31,1
1731,2550,31,1
1732,2551.1,31,1
1733,2551.2,31,1
1734,2552,31,1
1735,2553,31,1
1736,2554,31,1
1737,2555,31,1
1738,2556,31,1
1739,2557,31,1
1740,2558,31,1
1741,2559,31,1
1742,256,31,1
1743,2560,31,1
1744,2561,31,1
1745,2563,31,1
1746,2564.1,31,1
1747,2564.2,31,1
1748,2565,31,1
1749,2566,31,1
1750,2567.1,31,1
1751,2567.2,31,1
1752,2568,31,1
1753,2569,31,1
1754,257,31,1
1755,2570,31,1
1756,2571,31,1
1757,2572,31,1
1758,2573,31,1
1759,2574,31,1
1760,2575,31,1
1761,2576,31,1
1762,2577,31,1
1763,2578,31,1
1764,2579,31,1
1765,258,31,1
1766,2582,31,1
1767,2583,31,1
1768,2584,31,1
1769,2585,31,1
1770,2586,31,1
1771,2587,31,1
1772,2588,31,1
1773,2589,31,1
1774,259,31,1
1775,2590,31,1
1776,2591,31,1
1777,2592,31,1
1778,2593,31,1
1779,2594,31,1
1780,2595,31,1
1781,2596,31,1
1782,2597,31,1
1783,2598,9,1
1784,2599,9,1
1785,26,9,1
1786,260,9,1
1787,2600,9,1
1788,2601,9,1
1789,2602,9,1
1790,2603,9,1
1791,2604,9,1
1792,2605,9,1
1793,2606,9,1
1794,2608,9,1
1795,2609,9,1
1796,261,9,1
1797,2610,9,1
1798,2611,9,1
1799,2612,9,1
1800,2613,9,1
1801,2614,9,1
1802,2615,9,1
1803,2616,9,1
1804,2617,9,1
1805,2618,9,1
1806,2619.1,9,1
1807,2619.2,9,1
1808,262,9,1
1809,2620,9,1
1810,2621,9,1
1811,2622.1,9,1
1812,2622.2,9,1
1813,2623,9,1
1814,2624,9,1
1815,2625,9,1
1816,2626.1,9,1
1817,2626.2,9,1
1818,2627,9,1
1819,2628,9,1
1820,2629.1,9,1
1821,2629.2,9,1
1822,263,9,1
1823,2630,9,1
1824,2631,9,1
1825,2632,9,1
1826,2633.1,9,1
1827,2633.2,9,1
1828,2634.1,9,1
1829,2634.2,9,1
1830,2635,9,1
1831,2636,9,1
1832,2637,9,1
1833,2638,9,1
1834,2639,9,1
1835,264,9,1
1836,2640,9,1
1837,2641,9,1
1838,2642,9,1
1839,2643,9,1
1840,2644,9,1
1841,2645,9,1
1842,2646,9,1
1843,2648,9,1
1844,2649,9,1
1845,265,9,1
1846,2650,9,1
1847,2651,9,1
1848,2652,9,1
1849,2653,9,1
1850,2654,9,1
1851,2655,9,1
1852,2656,9,1
1853,2657.1,9,1
1854,2657.2,9,1
1855,2658,9,1
1856,2659,9,1
1857,2660,9,1
1858,2661,9,1
1859,2662,9,1
1860,2663,9,1
1861,2664,9,1
1862,2665,9,1
1863,2666,9,1
1864,2667,9,1
1865,2668,9,1
1866,2669,9,1
1867,267,9,1
1868,2670,9,1
1869,2671,9,1
1870,2672,9,1
1871,2674,9,1
1872,2675,9,1
1873,2677,9,1
1874,2678,9,1
1875,2679,9,1
1876,268,9,1
1877,2680,9,1
1878,2681,9,1
1879,2682,9,1
1880,2683,9,1
1881,2684,9,1
1882,2685,9,1
1883,2686,9,1
1884,2687,9,1
1885,2688,9,1
1886,2689,9,1
1887,269,9,1
1888,2690,9,1
1889,2691,9,1
1890,2692,9,1
1891,2693,9,1
1892,2694,9,1
1893,2695,9,1
1894,2696,9,1
1895,2697,9,1
1896,2698,9,1
1897,2699,9,1
1898,27,9,1
1899,270,9,1
1900,2700,9,1
1901,2701,9,1
1902,2702,9,1
1903,2703,9,1
1904,2704,9,1
1905,2705,9,1
1906,2706,9,1
1907,2707,9,1
1908,2708,9,1
1909,2709,9,1
1910,271,9,1
1911,2710,9,1
1912,2711,9,1
1913,2712,9,1
1914,2713,9,1
1915,2714,9,1
1916,2715,9,1
1917,2716,9,1
1918,2717,9,1
1919,2718,9,1
1920,2719,9,1
1921,272,9,1
1922,2720,9,1
1923,2721,9,1
1924,2722,9,1
1925,2723,9,1
1926,2724,9,1
1927,2725,9,1
1928,2726,9,1
1929,2727,9,1
1930,2728,9,1
1931,2729,9,1
1932,273,9,1
1933,2730,9,1
1934,2731,9,1
1935,2732,9,1
1936,2733,9,1
1937,2734,9,1
1938,2735,9,1
1939,2736,9,1
1940,2737,9,1
1941,274,9,1
1942,2740,9,1
1943,2741,9,1
1944,2742,9,1
1945,2743.1,9,1
1946,2743.2,9,1
1947,2743.3,9,1
1948,2744,9,1
1949,2745.1,9,1
1950,2745.2,9,1
1951,2745.3,9,1
1952,2745.4,9,1
1953,2746.1,9,1
1954,2746.2,9,1
1955,2747.1,9,1
1956,2747.2,9,1
1957,2748,9,1
1958,2749,9,1
1959,275,9,1
1960,2750,9,1
1961,2751,9,1
1962,2752,9,1
1963,2753,9,1
1964,2755,9,1
1965,2756.1,9,1
1966,2756.2,14,5
1967,2757,14,5
1968,2758,14,5
1969,2759,14,5
1970,276,14,5
1971,2760,14,5
1972,2761,14,5
1973,2762,14,5
1974,2763,14,5
1975,2764,14,5
1976,2765,14,5
1977,2766,14,5
1978,2767,14,5
1979,2768,14,5
1980,2769,14,5
1981,277,14,5
1982,2770,14,5
1983,2771,14,5
1984,2772,14,5
1985,2773,14,5
1986,2774,14,5
1987,2775,14,5
1988,2776,14,5
1989,2777,14,5
1990,2778,14,5
1991,2779,14,5
1992,278,14,5
1993,2780,14,5
1994,2781,14,5
1995,2782,14,5
1996,2783,14,5
1997,2784,14,5
1998,2785.1,14,5
1999,2785.2,14,5
2000,2786,14,5
2001,2787,14,5
2002,2788,14,5
2003,2789,14,5
2004,279,14,5
2005,2790,15,1
2006,2791,15,1
2007,2792,15,1
2008,2793,15,1
2009,2794,15,1
2010,2795,15,1
2011,2796,15,1
2012,2797,15,1
2013,2798,15,1
2014,2799,15,1
2015,28,15,1
2016,280.1,15,1
2017,280.2,15,1
2018,2800,15,1
2019,2801,15,1
2020,2802,15,1
2021,2803,15,1
2022,2804,15,1
2023,2805,15,1
2024,2806,15,1
2025,2808,15,1
2026,2809,15,1
2027,281,15,1
2028,2810,15,1
2029,2811,15,1
2030,2812,15,1
2031,2813,15,1
2032,2814,15,1
2033,2815,15,1
2034,2816,15,1
2035,2817,15,1
2036,2818,15,1
2037,2819,15,1
2038,282.1,15,1
2039,282.2,15,1
2040,2820,15,1
2041,2821,15,1
2042,2822,15,1
2043,2823,15,1
2044,2824,15,1
2045,2825,15,1
2046,2826,15,1
2047,2827,15,1
2048,2828,15,1
2049,2829,15,1
2050,2831,15,1
2051,2832,15,1
2052,2833,15,1
2053,2834,15,1
2054,2835,15,1
2055,2836,15,1
2056,2837,15,1
2057,2838,15,1
2058,2839.1,15,1
2059,2839.2,15,1
2060,284,15,1
2061,2840,15,1
2062,2841,15,1
2063,2842,15,1
2064,2844,15,1
2065,2845,15,1
2066,2846,15,1
2067,2847,15,1
2068,2848,15,1
2069,2849,15,1
2070,285,15,1
2071,2850,15,1
2072,2851,15,1
2073,2852,15,1
2074,2853,15,1
2075,2854,15,1
2076,2855,15,1
2077,2856,15,1
2078,2857,15,1
2079,2858,15,1
2080,2859.1,15,1
2081,2859.2,15,1
2082,286.1,15,1
2083,286.2,15,1
2084,2860,15,1
2085,2862,15,1
2086,2863,15,1
2087,2864,15,1
2088,2865,15,1
2089,2866,15,1
2090,2867,15,1
2091,2868.1,15,1
2092,2868.2,15,1
2093,2869,15,1
2094,287,15,1
2095,2870,15,1
2096,2871,15,1
2097,2872,15,1
2098,2873,15,1
2099,2874,15,1
2100,2875,15,1
2101,2876,15,1
2102,2877,15,1
2103,2878.1,15,1
2104,2878.2,15,1
2105,2879,15,1
2106,288,15,1
2107,2880,15,1
2108,2881.1,15,1
2109,2881.2,15,1
2110,2882,15,1
2111,2883,15,1
2112,2885.1,30,2
2113,2885.2,30,2
2114,2886,30,2
2115,2887,30,2
2116,2888,30,2
2117,2889,30,2
2118,289,30,2
2119,2890,30,2
2120,2893,30,2
2121,2894,30,2
2122,2895,30,2
2123,2896,30,2
2124,2897,30,2
2125,2898,30,2
2126,2899,30,2
2127,29,30,2
2128,290,30,2
2129,2900,30,2
2130,2901,30,2
2131,2902,30,2
2132,2903,30,2
2133,2904,30,2
2134,2905,30,2
2135,2907,30,2
2136,2908,30,2
2137,2909,30,2
2138,291,30,2
2139,2910,30,2
2140,2911,30,2
2141,2912,30,2
2142,2913,30,2
2143,2914,30,2
2144,2915,30,2
2145,2916,30,2
2146,2917,30,2
2147,2918.1,30,2
2148,2918.2,30,2
2149,2919,30,2
2150,292,30,2
2151,2920,30,2
2152,2922,30,2
2153,2923,30,2
2154,2924,30,2
2155,2925,30,2
2156,2926,30,2
2157,2927,30,2
2158,2928,30,2
2159,2929,30,2
2160,293,30,2
2161,2930,30,2
2162,2931,30,2
2163,2932,30,2
2164,2933,30,2
2165,2934,30,2
2166,2935,30,2
2167,2936,30,2
2168,2938,30,2
2169,2939,30,2
2170,294,30,2
2171,2940,30,2
2172,2941,30,2
2173,2942,30,2
2174,2943,30,2
2175,2944,30,2
2176,2945,30,2
2177,2946,30,2
2178,2947,30,2
2179,2948,30,2
2180,2949.1,30,2
2181,2949.2,30,2
2182,295,30,2
2183,2950,30,2
2184,2951.1,30,2
2185,2951.2,30,2
2186,2952,30,2
2187,2953.1,30,2
2188,2953.2,30,2
2189,2954,30,2
2190,2955,30,2
2191,2956,30,2
2192,2957,30,2
2193,2958,30,2
2194,2959,30,2
2195,296,30,2
2196,2960,30,2
2197,2961.1,28,3
2198,2961.2,28,3
2199,2962,28,3
2200,2963,28,3
2201,2964,28,3
2202,2965,28,3
2203,2966,28,3
2204,2967,28,3
2205,2968,28,3
2206,2969,28,3
2207,297,28,3
2208,2970,28,3
2209,2971,28,3
2210,2972,28,3
2211,2973,28,3
2212,2974,28,3
2213,2975,28,3
2214,2976,28,3
2215,2977,28,3
2216,2978,28,3
2217,2979,28,3
2218,298,28,3
2219,2980,28,3
2220,2981,28,3
2221,2982,28,3
2222,2983.1.1,28,3
2223,2983.1.2,28,3
2224,2983.2,28,3
2225,2984.1,28,3
2226,2984.2,28,3
2227,2985,28,3
2228,2986,28,3
2229,2987,28,3
2230,2988,28,3
2231,2989,28,3
2232,299,28,3
2233,2990,28,3
2234,2991,28,3
2235,2992.1,26,4
2236,2992.2,26,4
2237,2993,26,4
2238,2994,26,4
2239,2995,26,4
2240,2996,26,4
2241,2997,26,4
2242,2998,26,4
2243,2999,26,4
2244,3.1,26,4
2245,3.2,26,4
2246,30.1,26,4
2247,30.2,26,4
2248,300,26,4
2249,3001,26,4
2250,3002.1,26,4
2251,3002.2,26,4
2252,3003,26,4
2253,3004,26,4
2254,3005,26,4
2255,3006,26,4
2256,3007.1,26,4
2257,3007.2,26,4
2258,3008,26,4
2259,3009,26,4
2260,301,26,4
2261,3010,26,4
2262,3011,26,4
2263,3012,26,4
2264,3013,26,4
2265,3014.1,26,4
2266,3014.2,26,4
2267,3015,26,4
2268,3016,26,4
2269,3017,26,4
2270,3018,26,4
2271,3019,26,4
2272,302,26,4
2273,3020,26,4
2274,3021,26,4
2275,3022,26,4
2276,3023,26,4
2277,3024,26,4
2278,3025,26,4
2279,3026.1,26,4
2280,3026.2,26,4
2281,3027,26,4
2282,3028.1,26,4
2283,3028.2,26,4
2284,3028.3,26,4
2285,3029.1,26,4
2286,3029.2,26,4
2287,303,26,4
2288,3030,26,4
2289,3031,26,4
2290,3032,26,4
2291,3033,26,4
2292,3034,26,4
2293,3035.1,26,4
2294,3035.2,26,4
2295,3036,26,4
2296,3037,1,5
2297,3038,1,5
2298,3039,1,5
2299,304,1,5
2300,3040,1,5
2301,3041,1,5
2302,3042,1,5
2303,3043,1,5
2304,3044,1,5
2305,3045,1,5
2306,3046,1,5
2307,3047,1,5
2308,3048,1,5
2309,3049,1,5
2310,305,1,5
2311,3050,1,5
2312,3051,1,5
2313,3052,1,5
2314,3053,1,5
2315,3054,30,2
2316,3055,30,2
2317,3056,30,2
2318,3057,30,2
2319,3058,30,2
2320,3059,30,2
2321,3060,30,2
2322,3062.1,30,2
2323,3062.2,30,2
2324,3063,30,2
2325,3065,30,2
2326,3066,30,2
2327,3067,30,2
2328,3068,30,2
2329,3069,30,2
2330,307,30,2
2331,3070,30,2
2332,3071.1,30,2
2333,3071.2,30,2
2334,3072,30,2
2335,3073,30,2
2336,3074,30,2
2337,3075,30,2
2338,3076,30,2
2339,3077,30,2
2340,3078.1,30,2
2341,3078.2,30,2
2342,3079,30,2
2343,308,30,2
2344,3080,30,2
2345,3081,30,2
2346,3082.1,30,2
2347,3082.2,30,2
2348,3083,30,2
2349,3084,30,2
2350,3085,30,2
2351,3086,30,2
2352,3087,30,2
2353,3088,30,2
2354,3089,30,2
2355,309,30,2
2356,3090,30,2
2357,3091,30,2
2358,3092,30,2
2359,3093,30,2
2360,3094,30,2
2361,3096,30,2
2362,3097,30,2
2363,3098,30,2
2364,3099,30,2
2365,31,30,2
2366,310,30,2
2367,3100,30,2
2368,3101,30,2
2369,3102,30,2
2370,3103,30,2
2371,3104,30,2
2372,3105.1,30,2
2373,3105.2,30,2
2374,3107,30,2
2375,3108,30,2
2376,3109,11,2
2377,311,11,2
2378,3110,11,2
2379,3111,11,2
2380,3114,11,2
2381,3115,11,2
2382,3116,11,2
2383,3117,11,2
2384,3118.1.1,11,2
2385,3118.1.2,11,2
2386,3118.2,11,2
2387,3118.3,11,2
2388,3119,11,2
2389,312,11,2
2390,3120,11,2
2391,3121,11,2
2392,3122,11,2
2393,3123,11,2
2394,3124,11,2
2395,3125.1,11,2
2396,3125.2,11,2
2397,3126,11,2
2398,3127,11,2
2399,3128,11,2
2400,3129,11,2
2401,313,11,2
2402,3130.1,11,2
2403,3130.2,11,2
2404,3132,11,2
2405,3133,11,2
2406,3134,11,2
2407,3135,11,2
2408,3136,11,2
2409,3137,11,2
2410,3138,11,2
2411,3139,11,2
2412,314,11,2
2413,3140,11,2
2414,3141,11,2
2415,3142,7,5
2416,3143,7,5
2417,3144,7,5
2418,3145,7,5
2419,3146,7,5
2420,3147,7,5
2421,3148,7,5
2422,3149,7,5
2423,315,7,5
2424,3150,7,5
2425,3151,7,5
2426,3152,7,5
2427,3153,7,5
2428,3154,7,5
2429,3155,7,5
2430,3156,7,5
2431,3157,7,5
2432,3158,7,5
2433,3159,7,5
2434,316.1,7,5
2435,316.2,11,2
2436,316.3,11,2
2437,3160,11,2
2438,3161,11,2
2439,3162,11,2
2440,3163,11,2
2441,3164,11,2
2442,3165,11,2
2443,3167.1,11,2
2444,3167.2,11,2
2445,3167.3,11,2
2446,3168,11,2
2447,3169,11,2
2448,317,11,2
2449,3170,11,2
2450,3171.1,11,2
2451,3171.2,11,2
2452,3172,11,2
2453,3173.1,11,2
2454,3173.2,11,2
2455,3174,11,2
2456,3175,11,2
2457,3176,11,2
2458,3177,11,2
2459,3178,11,2
2460,3179.3,11,2
2461,318,11,2
2462,3180,11,2
2463,3181,11,2
2464,3182,11,2
2465,3183,11,2
2466,3185,11,2
2467,3186,11,2
2468,3187,11,2
2469,3188,11,2
2470,3189,11,2
2471,319,11,2
2472,3190,11,2
2473,3193,11,2
2474,3194,11,2
2475,3195,11,2
2476,3196,11,2
2477,3197,11,2
2478,3198,11,2
2479,3199,11,2
2480,32,11,2
2481,320,11,2
2482,3200,11,2
2483,3201,11,2
2484,3202,11,2
2485,3203,11,2
2486,3204,11,2
2487,3205,11,2
2488,3206,11,2
2489,3207,11,2
2490,3208,11,2
2491,3209,11,2
2492,3210,11,2
2493,3211.1,11,2
2494,3211.2,11,2
2495,3212,11,2
2496,3213,11,2
2497,3214,11,2
2498,3215,11,2
2499,3216.1,11,2
2500,3216.2,11,2
2501,3217,11,2
2502,3218,11,2
2503,3219,11,2
2504,322.1,11,2
2505,322.2,11,2
2506,3220,11,2
2507,3221,11,2
2508,3222,11,2
2509,3223,11,2
2510,3224,11,2
2511,3226,11,2
2512,3227,11,2
2513,3228,11,2
2514,3229,11,2
2515,323,11,2
2516,3230,11,2
2517,3231,11,2
2518,3232,11,2
2519,3233,11,2
2520,3234,11,2
2521,3235.1,11,2
2522,3235.2,11,2
2523,3236,11,2
2524,3237,11,2
2525,3238,11,2
2526,3239,11,2
2527,324,11,2
2528,3240,11,2
2529,3241,11,2
2530,3242,11,2
2531,3243,11,2
2532,3244.1,8,3
2533,3244.2,8,3
2534,3245,8,3
2535,3246,8,3
2536,3248,8,3
2537,3249,8,3
2538,325,8,3
2539,3250,8,3
2540,3251,8,3
2541,3252,8,3
2542,3254,8,3
2543,3255,8,3
2544,3257,8,3
2545,3258,8,3
2546,3259,8,3
2547,326,8,3
2548,3260,8,3
2549,3261,8,3
2550,3262,8,3
2551,3263,8,3
2552,3264,8,3
2553,3265,8,3
2554,3266,8,3
2555,3267,8,3
2556,3268,8,3
2557,3269,8,3
2558,327,8,3
2559,3270,8,3
2560,3271,8,3
2561,3272,8,3
2562,3273,8,3
2563,3275,8,3
2564,3276,8,3
2565,3277,8,3
2566,3279,8,3
2567,328,8,3
2568,3280,8,3
2569,3281,8,3
2570,3283,8,3
2571,3284,8,3
2572,3285,8,3
2573,3286.1,8,3
2574,3286.2,8,3
2575,3287,8,3
2576,3288,8,3
2577,3289,8,3
2578,329.1,8,3
2579,329.2,8,3
2580,3290,8,3
2581,3291,8,3
2582,3292,8,3
2583,3293,8,3
2584,3294,8,3
2585,3296,8,3
2586,3297,8,3
2587,3298,8,3
2588,3299,8,3
2589,33,8,3
2590,330,8,3
2591,3300,8,3
2592,3301,8,3
2593,3302,8,3
2594,3303,8,3
2595,3304,8,3
2596,3306,8,3
2597,3307,8,3
2598,3308.1,8,3
2599,3308.2,8,3
2600,3309,8,3
2601,331,8,3
2602,3310,8,3
2603,3311,8,3
2604,3313,8,3
2605,3314,8,3
2606,3316,8,3
2607,3317,8,3
2608,3318,8,3
2609,3319,8,3
2610,332,8,3
2611,3321,8,3
2612,3322.1,8,3
2613,3322.2,8,3
2614,3324,8,3
2615,3325,24,3
2616,3326,24,3
2617,3327,24,3
2618,3328,24,3
2619,3329,24,3
2620,333,24,3
2621,3330,24,3
2622,3331,24,3
2623,3332,24,3
2624,3333,24,3
2625,3334,24,3
2626,3335,24,3
2627,3337,24,3
2628,3338,24,3
2629,3339,24,3
2630,334,24,3
2631,3340,24,3
2632,3341,24,3
2633,3342.1,24,3
2634,3342.2,24,3
2635,3343,24,3
2636,3344,24,3
2637,3345,24,3
2638,3346,24,3
2639,3347,24,3
2640,3348,24,3
2641,3349.1,24,3
2642,3349.2,24,3
2643,335,24,3
2644,3350,24,3
2645,3351,24,3
2646,3352,24,3
2647,3353,24,3
2648,3354,24,3
2649,3355,24,3
2650,3356,24,3
2651,3357,24,3
2652,3358,24,3
2653,3359,24,3
2654,336.1,24,3
2655,336.2,24,3
2656,3360,24,3
2657,3361,24,3
2658,3362,24,3
2659,3363,24,3
2660,3365,24,3
2661,3366,24,3
2662,3367,24,3
2663,3368,24,3
2664,3369,24,3
2665,337,24,3
2666,3370,24,3
2667,3371,24,3
2668,3372,24,3
2669,3373,24,3
2670,3374,24,3
2671,3375,24,3
2672,3376,24,3
2673,3377,24,3
2674,3378,24,3
2675,3379,24,3
2676,338.1,24,3
2677,338.2,24,3
2678,3380,24,3
2679,3381,36,5
2680,3383,36,5
2681,3384,36,5
2682,3385,36,5
2683,3386,36,5
2684,3388,36,5
2685,339,36,5
2686,3391,36,5
2687,3393,36,5
2688,3394,36,5
2689,3398.1,36,5
2690,3398.2,36,5
2691,3399,36,5
2692,34,36,5
2693,3400,36,5
2694,3401,36,5
2695,3402.1,36,5
2696,3402.2,36,5
2697,3403,36,5
2698,3404,36,5
2699,3405,36,5
2700,3406,36,5
2701,3407,36,5
2702,3408,36,5
2703,3409,36,5
2704,341,36,5
2705,3411,36,5
2706,3412,36,5
2707,3413,36,5
2708,3414,36,5
2709,3415,36,5
2710,3416,36,5
2711,3417,36,5
2712,3418,36,5
2713,3419,36,5
2714,342,36,5
2715,3420,36,5
2716,3421,36,5
2717,3422,36,5
2718,3423,36,5
2719,3424,36,5
2720,3426,36,5
2721,3427,36,5
2722,3429,36,5
2723,343,36,5
2724,3430,36,5
2725,3431,36,5
2726,3432,36,5
2727,3433,36,5
2728,3434,36,5
2729,3435,36,5
2730,3436,36,5
2731,3437,36,5
2732,3438,36,5
2733,3439,36,5
2734,3440,36,5
2735,3441,36,5
2736,3442,36,5
2737,3443,36,5
2738,3444,36,5
2739,3445,36,5
2740,3446,36,5
2741,3447,36,5
2742,3448,36,5
2743,3449,36,5
2744,345,36,5
2745,3450,36,5
2746,3451,36,5
2747,3452,36,5
2748,3453,36,5
2749,3454,36,5
2750,3456,36,5
2751,3457,36,5
2752,3458,36,5
2753,3459,36,5
2754,346,36,5
2755,3461,36,5
2756,3462,36,5
2757,3463,8,3
2758,3464,8,3
2759,3465,8,3
2760,3466,8,3
2761,3468,8,3
2762,3469,8,3
2763,347,8,3
2764,3470,8,3
2765,3471,8,3
2766,3472,8,3
2767,3473,8,3
2768,3474.1,8,3
2769,3474.2,8,3
2770,3475,8,3
2771,3476,8,3
2772,3477,8,3
2773,3478,8,3
2774,3479,8,3
2775,348,8,3
2776,3480,8,3
2777,3481,8,3
2778,3482.1,8,3
2779,3482.2,8,3
2780,3483,8,3
2781,3485,8,3
2782,3486,8,3
2783,3487,8,3
2784,3488,8,3
2785,3489,8,3
2786,349,8,3
2787,3490,8,3
2788,3491,8,3
2789,3492,8,3
2790,3493,8,3
2791,3494,8,3
2792,3495,8,3
2793,3496,8,3
2794,3497,8,3
2795,3498,8,3
2796,3499,8,3
2797,35,8,3
2798,350,8,3
2799,3501,8,3
2800,3502,8,3
2801,3503,8,3
2802,3504,31,1
2803,3505,31,1
2804,3506.1,31,1
2805,3506.2,31,1
2806,3507.1,31,1
2807,3507.2,31,1
2808,3508,31,1
2809,351,31,1
2810,3510,31,1
2811,3511,31,1
2812,3512,31,1
2813,3513.1,31,1
2814,3513.2,31,1
2815,3514,31,1
2816,3515,31,1
2817,3516,31,1
2818,3517.1,31,1
2819,3517.2,31,1
2820,3517.3,31,1
2821,3517.4,31,1
2822,3518,31,1
2823,3519,31,1
2824,352,31,1
